GEOID,obesity_cr,% Black,% Ame Indi and AK Native,% Asian,% Nati Hawa and Paci Island,% Hispanic or Latino,% male,% married,% age 18-29,% age 30-39,% age 40-49,% age 50-59,% age >=60,% <highschool,median income,% unemployment,% below poverty line,% food stamp/SNAP,median value units built,median year units built,% renter-occupied housing units,population density
6037218110,30,0.210558252,0.005764563,0.205400485,0,0.525182039,0.408980583,0.336556341,0.200242718,0.190230583,0.112864078,0.102245146,0.203276699,0.204314204,43073,0.057522124,0.255157767,0.110429448,754300,1942,0.701139351,5508.527689
6037218210,35.2,0.124588503,0.008863003,0.04735376,0.001519372,0.724993669,0.514560648,0.399803214,0.19549253,0.159027602,0.142820967,0.115978729,0.114965814,0.44593528,34485,0.063645621,0.316813216,0.134697357,590800,1960,0.767263427,10169.50025
6037218220,31.3,0.294476966,0.000509035,0.081191143,0.009417154,0.473148384,0.484092644,0.434744007,0.188852125,0.185543395,0.112242301,0.163654874,0.18503436,0.265857886,47700,0.046407854,0.152710613,0.043333333,838800,1943,0.694666667,5842.466059
6037218300,31.6,0.307620471,0.003548749,0.038662682,0,0.558274188,0.427157266,0.358780325,0.165296974,0.181546507,0.15259619,0.128875607,0.173141576,0.250195669,50994,0.06276561,0.162581852,0.080981027,671800,1947,0.71263304,5946.028189
6037218400,33.9,0.210928084,0,0.016673363,0,0.66372037,0.510245078,0.534920635,0.193250301,0.162515066,0.143230213,0.127159502,0.097026918,0.283487114,58449,0.037207358,0.194455605,0.136588818,612000,1951,0.704175513,7583.84814
6037218500,32.7,0.291357059,0.014470082,0.03676183,0,0.543214705,0.505670708,0.443176632,0.167774736,0.144309738,0.171294486,0.140007822,0.194759484,0.289390756,42844,0.051207023,0.213531482,0.137154555,636000,1943,0.665301945,4888.746133
6037218600,32.8,0.276503822,0,0.035559987,0,0.54968428,0.510800931,0.416830515,0.206713194,0.13293453,0.21070123,0.109006314,0.157195081,0.251499769,56167,0.052937755,0.177846577,0.121771218,543700,1939,0.605166052,6990.440126
6037218900,35.7,0.415382065,0.00265208,0.029504393,0,0.463285264,0.474225095,0.292215815,0.223769269,0.174042765,0.102768109,0.157301508,0.118846345,0.255181024,37500,0.054568528,0.230743692,0.193927522,666700,1943,0.872673849,8580.571754
6037219020,32.7,0.273481781,0.003441296,0.041497976,0,0.612550607,0.508704453,0.398006135,0.185020243,0.154251012,0.131174089,0.113157895,0.168421053,0.24382716,55705,0.109544905,0.187117815,0.16563147,434600,1939,0.567977916,6802.711721
6037271702,18.8,0.04676169,0.017254314,0.399349837,0.005751438,0.141285321,0.504626157,0.525298988,0.261065266,0.301825456,0.077019255,0.059014754,0.102275569,0.038056405,61063,0.038349312,0.208052013,0.029739777,647200,1971,0.776420605,5662.28485
